"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","amenities","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","estimated_occupancy_l365d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","price_per_room","rating_q1"
"3796","2012-11-07","within an hour","100%","99%","t","",11,12,"['email', 'phone', 'work_email']","t","t","Waverley",-33.8882013238748,151.278389543295,"Entire rental unit","Entire home/apt",5,1,"1 bath",2,4,"[""Conditioner"", ""Crib"", ""Ceiling fan"", ""Portable fans"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Hangers"", ""Portable heater"", ""50 inch HDTV with Netflix"", ""Body soap"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Electric stove"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Free washer \u2013 In unit"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Coffee maker: Nespresso"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Cleaning available during stay"", ""Iron"", ""Babysitter recommendations"", ""Smoke alarm"", ""Laundromat nearby"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""High chair"", ""Private entrance""]",1,1125,1,4,1125,1125,3.7,"t",10,36,58,280,124,41,2,246,"2022-12-19","2025-06-05",4.88,4.85,4.88,4.98,4.98,4.99,4.79,"f",4.08,108,0
"3797","2016-05-19","within an hour","100%","100%","t","",4,4,"['email', 'phone', 'work_email']","t","t","Hornsby",-33.5438922301185,151.140355886922,"Entire home","Entire home/apt",6,3.5,"3.5 baths",3,3,"[""Conditioner"", ""Lake access"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Outdoor furniture"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""BBQ grill"", ""Body soap"", ""Waterfront"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Fire extinguisher"", ""Bed linens"", ""Bathtub"", ""Stove"", ""Air conditioning"", ""Outdoor shower"", ""Indoor fireplace"", ""Beach essentials"", ""Oven"", ""Barbecue utensils"", ""Clothing storage"", ""Hot water"", ""TV"", ""Backyard"", ""Outdoor dining area"", ""Heating"", ""Sound system"", ""Wine glasses"", ""Coffee maker"", ""Host greets you"", ""Freezer"", ""Hot tub"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Kayak"", ""Patio or balcony"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Fire pit"", ""First aid kit"", ""Ethernet connection""]",2,365,2,5,365,365,2.3,"t",11,37,52,309,16,16,3,96,"2024-12-29","2025-06-14",5,5,5,5,5,5,5,"t",2.81,276,1
"3798","2022-04-20","within an hour","96%","97%","t","",22,34,"['phone']","t","t","Sydney",-33.9046558,151.1857175,"Entire rental unit","Entire home/apt",6,2,"2 baths",2,3,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Central air conditioning"", ""Bathtub"", ""Central heating"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Essentials"", ""Lockbox"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Single oven"", ""Hot water kettle""]",2,365,2,2,365,365,2,"t",18,34,52,129,7,7,0,42,"2024-07-14","2024-11-10",4.86,4.71,4.71,4.86,5,4.86,4.57,"f",0.62,163,0
"3799","2024-01-18","within an hour","100%","100%","t","",1,1,"['phone']","t","t","Manly",-33.79728,151.2863,"Entire rental unit","Entire home/apt",6,1,"1 bath",2,4,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Fire extinguisher"", ""Bed linens"", ""Bathtub"", ""Stove"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit""]",2,365,2,2,365,365,2,"t",28,55,85,330,18,18,4,108,"2024-12-20","2025-06-01",4.83,4.89,4.67,4.94,4.89,5,4.67,"f",3,227,0
"3800","2025-05-13","within an hour","100%","95%","f","",5,5,"['email', 'phone']","t","t","Burwood",-33.87571,151.1003,"Room in hotel","Private room",3,1,"1 private bath",1,2,"[""Conditioner"", ""Kitchen"", ""Washer"", ""Microwave"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Paid parking on premises"", ""Air conditioning"", ""Clothing storage"", ""Hot water"", ""TV"", ""Heating"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Safe""]",1,365,1,2,99,99,1.1,"t",18,48,78,79,2,2,2,12,"2025-06-09","2025-06-12",5,5,5,5,5,5,5,"t",2,203,1
"3801","2020-03-13","within an hour","100%","99%","t","",8,11,"['email', 'phone', 'work_email']","t","t","Ryde",-33.8067993101008,151.092864464104,"Entire rental unit","Entire home/apt",4,1,"1 bath",1,2,"[""Conditioner"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Heating - split type ductless system"", ""Fire extinguisher"", ""Free parking garage on premises \u2013 1 space"", ""Air conditioning"", ""Self check-in"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Smoke alarm"", ""Stainless steel oven"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Outdoor playground"", ""Long term stays allowed"", ""Safe"", ""Ethernet connection""]",2,60,1,2,1125,1125,2,"t",8,17,25,87,47,37,2,222,"2023-12-09","2025-05-28",4.83,4.85,4.89,4.87,4.87,4.89,4.72,"f",2.53,157,0
"3802","2016-06-11","within an hour","100%","71%","f","",2,5,"['email', 'phone']","t","t","Blacktown",-33.7762120616144,150.898022552689,"Private room in home","Private room",2,0.5,"Shared half-bath",1,1,"[""Lock on bedroom door"", ""Free parking on premises"", ""Kitchen"", ""Wifi""]",1,365,1,1,365,365,1,"t",0,0,0,15,2,2,0,12,"2025-01-01","2025-01-14",3.5,3.5,3,3.5,4,5,4,"f",0.36,86,0
"3803","2025-04-13","within an hour","100%","97%","f","",2,2,"['email', 'phone']","t","t","Sydney",-33.88199,151.20365,"Entire rental unit","Entire home/apt",3,1,"1 bath",1,2,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Paid street parking off premises"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Lockbox"", ""Toaster"", ""Smoke alarm"", ""Long term stays allowed"", ""Dining table"", ""Crib - always at the listing"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""High chair""]",1,365,1,5,365,365,3.6,"t",4,8,24,25,9,9,4,54,"2025-04-16","2025-06-10",5,5,4.89,5,4.89,5,5,"t",4.29,228,1
"3804","2016-01-26","within an hour","100%","100%","f","",1,1,"['phone']","t","t","Warringah",-33.7535394785174,151.296209469438,"Entire rental unit","Entire home/apt",6,2,"2 baths",3,3,"[""Kitchen"", ""Smoke alarm"", ""Beach access \u2013 Beachfront"", ""Washer"", ""Self check-in"", ""TV"", ""Free parking on premises"", ""Dedicated workspace"", ""Beach view"", ""Wifi"", ""Sea view"", ""Keypad""]",3,60,3,21,60,60,4.6,"t",25,55,82,217,12,12,2,72,"2024-12-28","2025-05-31",5,5,5,5,5,5,4.92,"f",2.09,250,1
"3805","2019-01-04","within an hour","100%","100%","f","",17,47,"['email', 'phone']","t","t","Sydney",-33.8765704,151.2040317,"Entire rental unit","Entire home/apt",3,1,"1 bath",1,2,"[""Conditioner"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Paid parking off premises"", ""Hangers"", ""Body soap"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Air conditioning"", ""Clothing storage"", ""Hot water"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Mini fridge"", ""Wine glasses"", ""Essentials"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",1,45,1,1,45,45,1,"t",10,31,56,172,2,2,0,12,"2025-04-22","2025-04-30",4,4.5,4.5,4.5,5,5,4,"t",1.05,182,0
"3806","2016-01-18","within an hour","100%","100%","t","Maroubra",1,1,"['email', 'phone']","t","t","Randwick",-33.93922,151.24654,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Conditioner"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""BBQ grill"", ""Body soap"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Microwave & Convection oven in one oven"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Private patio or balcony"", ""Stove"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Hot water"", ""TV"", ""Backyard"", ""Heating"", ""Mini fridge"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Cleaning available during stay"", ""Toaster"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Shared beach access"", ""Rice maker""]",2,90,2,2,1125,1125,2,"t",21,51,81,326,57,19,1,114,"2019-03-03","2025-06-05",4.86,4.77,4.88,4.95,4.91,4.77,4.68,"f",0.74,204,0
"3807","2018-08-18","within a day","71%","46%","f","",1,1,"['phone']","t","t","Manly",-33.78649,151.28692,"Entire guest suite","Entire home/apt",2,1,"1 bath",1,1,"[""Conditioner"", ""Microwave"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Body soap"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Heating - split type ductless system"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Air conditioning"", ""Self check-in"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Mini fridge"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Single level home"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",2,1125,2,2,1125,1125,2,"t",26,56,84,344,57,14,0,84,"2022-12-21","2025-04-23",4.84,4.86,4.88,4.95,4.84,4.89,4.7,"f",1.88,195,0
"3808","2019-10-11","within an hour","97%","55%","f","",138,179,"['email', 'phone']","t","t","Ku-Ring-Gai",-33.78608,151.18112,"Entire rental unit","Entire home/apt",4,2,"2 baths",2,2,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""50 inch HDTV with standard cable"", ""Hair dryer"", ""Bed linens"", ""Free parking on premises"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""AC - split type ductless system"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Single level home"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",2,1125,2,2,1125,1125,2,"t",0,20,50,51,12,8,0,48,"2023-04-16","2025-04-05",4.75,4.75,4.5,4.75,4.83,4.75,4.58,"f",0.45,102,0
"3809","2023-05-16","within an hour","100%","100%","f","",15,16,"['email', 'phone']","t","t","Sydney",-33.8786186736658,151.197440323615,"Entire rental unit","Entire home/apt",9,2,"2 baths",3,7,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Pool"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Free parking garage on premises \u2013 1 space"", ""Bathtub"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Heating"", ""Wine glasses"", ""Lockbox"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",1,1125,1,2,1,1125,1,"t",17,42,66,228,13,13,0,78,"2024-12-07","2025-05-17",4.92,4.92,4.77,4.77,4.92,4.85,4.77,"t",2.02,162.67,1
"3810","2021-01-23","within an hour","100%","93%","f","",4,7,"['email', 'phone']","t","t","Parramatta",-33.79731,151.05559,"Private room in home","Private room",2,1,"1 shared bath",1,1,"[""Conditioner"", ""Portable fans"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Body soap"", ""Keypad"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Air conditioning"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Freezer"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Single level home"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Long term stays allowed""]",1,365,1,1,365,365,1,"t",29,59,89,364,40,4,0,24,"2022-10-28","2025-04-20",4.6,4.73,4.75,4.75,4.88,4.38,4.65,"f",1.24,80,0
"3811","2015-12-26","within an hour","100%","92%","t","",1,1,"['email', 'phone']","t","t","Waverley",-33.88818,151.26663,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Ceiling fan"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Blender"", ""Hangers"", ""Electric stove"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Samsung refrigerator"", ""Stainless steel single oven"", ""Beach essentials"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Books and reading material"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Wifi"", ""Hot water kettle"", ""Exercise equipment"", ""Epzen body soap"", ""Shared beach access""]",2,90,2,2,90,90,2,"t",0,0,0,12,47,31,4,186,"2023-12-02","2025-06-06",4.79,4.74,4.7,4.96,4.98,4.87,4.81,"f",2.5,141,0
"3812","2013-04-02","within an hour","100%","100%","t","",3,5,"['email', 'phone']","t","t","Waverley",-33.88825,151.27397,"Private room in home","Private room",2,1,"1 shared bath",1,1,"[""Conditioner"", ""Portable fans"", ""Refrigerator"", ""Kitchen"", ""Paid street parking off premises"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Blender"", ""Hangers"", ""BBQ grill"", ""Exterior security cameras on property"", ""Waterfront"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Garden view"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Bathtub"", ""Sun loungers"", ""Clothing storage: closet"", ""Stove"", ""Beach essentials"", ""Shared patio or balcony"", ""Free washer \u2013 In unit"", ""Oven"", ""Barbecue utensils"", ""Hot water"", ""Organic Zero Body Wash or Aesop body soap"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Host greets you"", ""Essentials"", ""Piano"", ""Freezer"", ""Books and reading material"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Rice maker"", ""Ethernet connection""]",1,30,1,2,30,30,1,"t",20,50,80,96,77,38,1,228,"2019-12-27","2025-06-08",4.94,4.94,4.94,4.96,4.95,4.97,4.87,"f",1.16,92,0
"3813","2012-07-08","within a day","100%","67%","f","Balmain/Birchgrove",1,3,"['email', 'phone']","t","t","Leichhardt",-33.86085,151.18512,"Entire home","Entire home/apt",7,3.5,"3.5 baths",4,5,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Body soap"", ""Extra pillows and blankets"", ""Board games"", ""Private pool"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Central air conditioning"", ""Bathtub"", ""Private patio or balcony"", ""Stove"", ""Ping pong table"", ""Oven"", ""Barbecue utensils"", ""Clothing storage"", ""City skyline view"", ""Self check-in"", ""Sonos sound system"", ""Hot water"", ""Children\u2019s books and toys"", ""HDTV with standard cable"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Piano"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Harbor view"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""First aid kit"", ""High chair"", ""Private entrance""]",4,150,2,10,150,150,4.2,"t",6,8,23,174,18,3,0,24,"2017-04-24","2025-04-27",4.94,4.94,4.83,4.94,4.94,4.89,4.83,"f",0.18,237.5,1
"3814","2014-11-25","within an hour","100%","100%","","Avalon",38,43,"['email', 'phone', 'work_email']","t","t","Pittwater",-33.642635345459,151.331588745117,"Entire home","Entire home/apt",10,4,"4 baths",5,5,"[""Crib"", ""Dishwasher"", ""Miele induction stove"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Dishes and silverware"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Game console"", ""BBQ grill"", ""Private pool"", ""Room-darkening shades"", ""Hair dryer"", ""Central air conditioning"", ""Bathtub"", ""Beach essentials"", ""Miele  stainless steel oven"", ""Baby safety gates"", ""Smart lock"", ""Central heating"", ""Self check-in"", ""Hot water"", ""TV"", ""Backyard"", ""Outdoor dining area"", ""Leibherr refrigerator"", ""Coffee maker"", ""Essentials"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance"", ""Washer \u2013\u00a0In unit""]",7,60,14,14,1125,1125,14,"t",29,56,84,342,6,0,0,0,"2017-12-27","2024-01-03",5,5,4.83,5,5,5,4.67,"t",0.07,480,1
"3815","2012-07-01","within an hour","100%","85%","f","",1,1,"['email', 'phone']","t","t","Woollahra",-33.88071,151.2281,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Portable heater"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Fire extinguisher"", ""Bed linens"", ""Private patio or balcony"", ""Self check-in"", ""Hot water"", ""TV"", ""Trash compactor"", ""Backyard"", ""Mini fridge"", ""Wine glasses"", ""Window guards"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Iron"", ""Clothing storage: closet, wardrobe, and dresser"", ""Smoke alarm"", ""Stainless steel oven"", ""Long term stays allowed"", ""Cooking basics"", ""Wifi"", ""Hot water kettle"", ""First aid kit""]",3,730,3,3,730,730,3,"t",21,51,81,353,62,20,2,120,"2022-06-22","2025-05-22",4.61,4.71,4.52,4.74,4.81,4.77,4.5,"f",1.7,271,0
"3816","2021-05-11","within an hour","100%","98%","f","",1,1,"['email', 'phone']","t","t","Sydney",-33.8817156503575,151.216884153727,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Kitchen"", ""Smoke alarm"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Host greets you""]",1,365,1,1,365,365,1,"t",17,45,74,237,13,13,7,78,"2025-04-09","2025-06-12",4.31,4.38,4.15,4.62,4.62,4.85,4.38,"t",5.57,123,0
"3817","2017-08-28","N/A","N/A","50%","f","",1,1,"['email', 'phone', 'work_email']","t","t","Waverley",-33.88572,151.2749,"Entire rental unit","Entire home/apt",4,1,"1 bath",2,2,"[""Conditioner"", ""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Stainless steel gas stove"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Cleaning products"", ""Children\u2019s dinnerware"", ""Hangers"", ""Blender"", ""BBQ grill"", ""Stainless steel double oven"", ""Body soap"", ""Keypad"", ""Extra pillows and blankets"", ""Fireplace guards"", ""Board games"", ""Room-darkening shades"", ""Garden view"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Private patio or balcony"", ""High chair"", ""Free washer \u2013 In unit"", ""Sonos  Bluetooth sound system"", ""Barbecue utensils"", ""Self check-in"", ""Hot water"", ""TV"", ""Children\u2019s books and toys"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Toaster"", ""Books and reading material"", ""Baking sheet"", ""Iron"", ""Clothing storage: closet, wardrobe, and dresser"", ""Babysitter recommendations"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Fire pit"", ""First aid kit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Coffee maker: drip coffee maker""]",2,730,3,3,730,730,3,"t",0,0,0,115,11,1,0,6,"2023-01-03","2024-12-29",4.82,4.91,4.82,5,5,5,4.64,"f",0.37,235,0
"3818","2014-12-11","within a day","93%","86%","f","Palm Beach",72,112,"['email', 'phone', 'work_email']","t","t","Pittwater",-33.5996326,151.3189047,"Entire rental unit","Entire home/apt",4,1.5,"1.5 baths",2,3,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Hangers"", ""BBQ grill"", ""Pool"", ""Free parking on premises"", ""Bed linens"", ""Bathtub"", ""Air conditioning"", ""Self check-in"", ""Hot water"", ""TV"", ""Heating"", ""Essentials"", ""Lockbox"", ""Iron"", ""Cooking basics"", ""Shampoo""]",2,1125,2,7,1,1125,2.5,"t",29,59,89,346,6,1,0,6,"2023-02-04","2024-10-06",4.67,4.5,4.67,5,5,5,4.5,"t",0.21,202,0
